Store_ID,City,Sales,Customer_Count,Coupon_Code_Usage,Coupon_Discount,Stock_Shortage_Flag,Customer_Complaints,Inventory_Level,Month,Year
4,Chennai,376628,1904,121,369,1,72,5426,June,2023
2,Surat,82154,1264,146,340,1,52,13512,November,2024
6,Hyderabad,263942,1397,566,312,0,29,16064,October,2024
54,Jaipur,314480,1539,749,134,0,59,14767,September,2023
4,Chennai,415821,1731,355,195,0,97,12308,April,2023
54,Surat,379923,1862,684,372,0,31,12477,June,2023
93,Ahmedabad,331173,1162,903,91,0,66,13903,July,2024
63,Bangalore,371345,913,732,423,1,66,9680,November,2024
18,Mumbai,82265,128,630,174,0,27,3204,June,2023
90,Bangalore,415060,1057,308,216,0,43,2102,August,2023
44,Hyderabad,293322,576,694,474,0,78,6243,April,2023
34,Delhi,224944,417,287,290,0,40,7614,December,2023
74,Mumbai,96197,344,306,329,0,62,17299,January,2024
62,Kolkata,437877,847,811,237,0,22,9707,July,2023
100,Ahmedabad,498396,796,593,351,0,74,14913,March,2024
14,Kolkata,204782,371,965,68,0,47,1630,June,2023
95,Chennai,210558,1563,913,117,0,31,12908,February,2023
48,Mumbai,121907,1871,722,267,0,56,11847,September,2023
15,Kolkata,441020,1362,661,151,0,99,10171,January,2023
72,Kolkata,252967,476,548,91,0,32,13721,June,2023
78,Surat,376579,365,351,337,0,23,17661,June,2024
87,Bangalore,352775,1025,311,216,0,38,17616,May,2023
62,Surat,441182,1020,872,158,0,33,10744,May,2023
40,Mumbai,282604,1482,58,85,0,55,6690,January,2023
85,Mumbai,332247,439,642,281,1,27,14401,October,2024
80,Hyderabad,114772,488,923,278,0,36,8659,December,2024
82,Surat,176108,676,713,402,0,6,11601,May,2024
53,Pune,64382,1812,754,213,0,67,12704,February,2024
24,Bangalore,134291,102,34,436,0,36,1025,July,2023
26,Mumbai,413339,1552,444,122,0,55,16384,March,2023
89,Hyderabad,184828,1265,92,185,0,64,14705,April,2023
60,Surat,332753,475,949,402,0,64,9652,March,2024
41,Bangalore,197550,1793,958,428,0,46,14379,March,2023
29,Surat,282050,423,206,119,0,19,8006,April,2023
15,Kolkata,482882,245,352,474,0,18,19378,May,2024
45,Hyderabad,387827,392,902,245,0,28,9682,January,2024
65,Bangalore,436858,1788,331,318,0,73,2072,April,2024
89,Jaipur,180330,531,816,98,0,59,1215,December,2023
71,Chennai,121315,804,861,365,0,17,10915,December,2023
9,Chennai,389978,1048,724,179,0,91,10784,November,2024
88,Bangalore,438349,684,158,493,1,34,19990,August,2023
1,Surat,64153,498,953,54,0,42,15824,October,2024
8,Hyderabad,126325,916,956,477,1,94,4313,July,2024
88,Chennai,290773,1467,23,76,0,90,12033,September,2023
63,Hyderabad,456215,1063,403,209,0,10,10968,May,2024
11,Chennai,105318,1263,804,198,0,48,17241,October,2024
81,Kolkata,444030,286,515,313,0,37,6939,April,2024
8,Surat,427177,1928,731,279,0,63,15696,August,2023
35,Kolkata,126077,160,363,249,0,68,15794,September,2024
35,Chennai,402618,1038,381,99,0,7,3295,July,2024
33,Jaipur,183515,1503,531,116,1,33,2696,July,2024
5,Jaipur,256988,809,955,349,0,47,12185,May,2024
41,Kolkata,385463,906,151,430,0,55,19330,April,2024
28,Jaipur,175885,1563,561,107,0,75,13001,October,2024
7,Chennai,421921,1442,688,308,0,64,15350,January,2024
73,Bangalore,67368,1425,946,391,0,30,4644,October,2023
72,Kolkata,196400,1467,607,375,0,3,7420,October,2023
12,Delhi,238014,110,616,179,0,49,12837,July,2024
34,Surat,141751,1185,419,264,0,68,7353,January,2023
33,Jaipur,280203,1968,249,221,1,29,11541,January,2023
48,Jaipur,339450,325,116,307,0,87,2932,May,2024
23,Mumbai,220987,1276,865,151,0,58,12486,September,2023
62,Pune,349363,1834,511,258,1,66,2757,June,2024
88,Kolkata,261951,663,739,340,0,74,6085,March,2024
37,Ahmedabad,245716,871,577,403,0,44,6637,March,2024
99,Jaipur,110279,1694,334,335,1,3,2116,July,2024
44,Surat,365172,1707,417,165,0,25,11759,June,2024
86,Delhi,416407,1783,931,313,0,26,12691,September,2023
91,Jaipur,50126,1984,773,199,0,45,1492,June,2024
35,Delhi,364473,1698,294,349,0,63,9811,May,2023
65,Chennai,77632,1433,937,491,0,90,7474,October,2024
99,Chennai,246382,984,754,85,1,50,15385,July,2024
47,Pune,159945,1366,370,382,0,49,10738,January,2024
78,Bangalore,367320,1616,185,336,0,5,14979,December,2023
3,Ahmedabad,300869,1489,245,352,1,58,12755,July,2024
1,Mumbai,267138,1453,636,360,0,14,10797,March,2024
5,Pune,225399,1230,267,257,0,29,15607,September,2024
90,Hyderabad,184869,325,642,155,0,41,13867,June,2024
14,Mumbai,228954,924,236,495,0,36,8866,September,2023
27,Kolkata,194790,317,529,207,0,41,16449,May,2024
9,Surat,84560,1036,551,170,1,34,11685,July,2023
79,Hyderabad,388733,852,20,104,0,86,6451,April,2024
15,Hyderabad,334260,605,910,449,0,5,9548,July,2023
90,Pune,479460,358,736,61,0,67,8186,January,2023
42,Bangalore,182717,1897,866,194,1,17,7102,July,2024
77,Pune,228595,1640,793,449,1,72,1619,August,2024
51,Kolkata,174085,1896,519,445,0,28,1882,May,2023
63,Jaipur,429862,153,99,185,0,76,4642,February,2024
96,Jaipur,331400,1170,751,52,0,58,2296,May,2024
52,Bangalore,150158,826,477,193,0,46,15122,June,2024
96,Kolkata,234245,788,598,79,0,16,3895,December,2023
4,Bangalore,218502,1644,297,286,0,95,18313,February,2024
94,Delhi,482498,1222,939,328,1,21,6366,June,2024
23,Jaipur,431863,1143,525,397,0,67,9711,June,2024
15,Hyderabad,380388,1876,333,164,0,68,19793,January,2023
43,Ahmedabad,192766,1696,1,153,0,36,9199,January,2024
29,Surat,368408,1613,374,167,0,48,11717,November,2023
36,Kolkata,107545,518,292,54,0,12,4423,October,2024
13,Mumbai,351368,789,836,409,0,33,11211,March,2023
32,Bangalore,410089,949,933,297,0,85,13782,October,2024
71,Surat,63224,161,552,413,0,52,13474,October,2024
59,Mumbai,90738,1268,317,370,1,86,4667,December,2023
86,Surat,468366,315,501,170,0,50,9277,March,2023
28,Ahmedabad,375875,102,827,335,0,2,13424,April,2023
66,Mumbai,230760,259,380,198,1,41,19852,February,2024
42,Pune,289690,1862,622,133,0,97,19020,September,2024
45,Chennai,189649,880,13,455,0,31,9155,October,2024
62,Pune,58070,1243,503,280,1,50,4583,December,2024
57,Jaipur,176161,992,230,337,0,84,16515,November,2023
6,Chennai,58666,1212,984,210,0,45,5009,July,2024
28,Pune,369905,428,83,321,0,20,11410,July,2024
28,Chennai,348512,679,129,87,0,43,19601,June,2024
44,Chennai,187855,1480,742,275,0,10,5967,March,2024
84,Hyderabad,91914,1733,837,191,0,67,19753,June,2024
30,Bangalore,251579,1390,144,341,0,0,11695,December,2024
62,Bangalore,177738,1740,890,200,0,91,10135,August,2024
75,Hyderabad,296965,1051,856,163,0,62,6722,August,2023
92,Surat,379670,1446,27,286,0,23,16514,November,2024
89,Delhi,488981,734,65,115,0,98,12128,September,2024
62,Surat,332100,1087,162,410,1,12,5444,January,2024
97,Mumbai,268967,1664,228,390,0,97,8618,January,2024
1,Mumbai,358384,1772,260,307,1,10,19060,March,2023
27,Chennai,433152,1318,448,298,0,99,2196,March,2023
62,Pune,480364,1020,423,498,0,50,13297,October,2023
77,Pune,144270,837,459,380,0,16,3787,August,2023
3,Bangalore,316901,1455,951,372,1,98,8927,October,2023
70,Kolkata,69097,269,675,229,0,81,3176,January,2023
72,Surat,191467,620,300,239,0,85,9792,February,2024
27,Jaipur,197313,1586,918,456,0,23,10171,February,2023
9,Ahmedabad,416036,139,302,203,0,18,3451,March,2023
62,Pune,208768,1660,286,245,0,36,1628,June,2024
37,Ahmedabad,296726,1384,394,360,1,84,10821,January,2023
97,Chennai,382624,1518,9,311,1,7,8778,February,2024
51,Ahmedabad,96163,1054,706,468,0,27,4696,January,2024
44,Jaipur,69816,1349,629,455,0,4,13972,May,2023
24,Hyderabad,493056,1083,269,476,0,16,9307,July,2024
79,Jaipur,283619,1247,591,192,0,35,5956,August,2023
59,Ahmedabad,364997,1074,969,391,0,18,11195,October,2023
32,Jaipur,205989,137,604,365,0,63,18076,January,2024
96,Delhi,146731,427,777,150,0,90,2105,July,2024
88,Chennai,202638,1374,843,293,1,97,19545,May,2023
52,Surat,256524,1299,861,61,0,10,16417,October,2024
62,Hyderabad,112823,1725,360,288,0,53,15188,January,2024
58,Pune,201878,1013,256,98,0,44,13602,March,2023
52,Mumbai,256592,553,132,91,0,46,10256,July,2023
12,Surat,51759,136,275,215,0,11,15212,October,2024
39,Mumbai,307164,1439,775,131,0,20,2913,January,2023
2,Chennai,485165,1811,682,478,0,10,11593,July,2023
3,Hyderabad,404518,1072,971,340,1,91,2772,May,2023
56,Bangalore,183554,895,512,207,0,4,13996,January,2023
81,Pune,336586,1072,312,265,0,80,3871,January,2023
59,Delhi,476935,692,575,207,0,55,14234,January,2023
2,Bangalore,143501,1237,885,183,0,19,18044,November,2023
2,Chennai,314223,1163,979,116,0,40,11521,September,2024
92,Surat,445933,1424,283,385,1,45,11642,November,2023
54,Delhi,109676,323,120,56,0,11,2132,March,2024
87,Jaipur,471168,417,106,485,0,69,1699,May,2024
96,Ahmedabad,267516,448,932,63,0,16,15534,November,2024
97,Delhi,223532,214,686,122,0,18,11230,October,2023
1,Chennai,140397,797,996,448,0,25,7297,December,2023
19,Kolkata,122847,1446,203,454,0,47,13839,September,2024
2,Ahmedabad,143607,1691,164,212,1,51,8812,June,2023
53,Mumbai,270178,1163,304,115,0,95,5557,December,2024
44,Pune,199521,1989,496,396,0,69,3179,September,2023
90,Mumbai,476752,139,631,179,0,54,12030,August,2023
32,Delhi,114077,1982,555,468,1,99,10065,August,2024
70,Mumbai,350402,1872,823,255,0,74,9275,January,2024
32,Chennai,229374,1412,155,325,0,32,18806,September,2024
68,Jaipur,307009,1385,366,305,0,61,16089,June,2023
55,Surat,472081,315,718,315,0,87,4180,September,2024
75,Pune,187717,1270,901,74,0,22,7696,March,2023
56,Mumbai,431915,435,619,499,0,14,10583,December,2023
17,Mumbai,88000,1291,250,330,0,26,17998,March,2023
38,Delhi,76737,191,956,302,0,74,14869,June,2024
24,Surat,323629,452,915,359,1,63,12757,September,2024
69,Bangalore,350709,670,881,338,0,80,17654,July,2024
98,Mumbai,468738,1694,333,213,0,50,13258,March,2023
70,Chennai,431758,915,641,144,0,52,3468,March,2023
86,Kolkata,377299,1804,968,319,0,77,15208,February,2024
11,Pune,236240,880,510,370,0,90,16042,September,2023
16,Mumbai,102487,462,292,159,0,81,16639,March,2023
97,Chennai,442092,656,19,385,0,91,12546,November,2024
73,Chennai,324486,1468,281,359,0,50,13327,May,2024
59,Pune,352950,1816,796,287,0,46,15270,September,2024
70,Bangalore,360914,1293,0,430,0,3,16523,August,2023
80,Chennai,128623,455,118,485,0,6,15300,February,2023
93,Kolkata,415321,290,34,436,0,34,11775,March,2023
3,Chennai,443170,1790,197,474,0,47,13265,February,2023
20,Chennai,387773,521,484,439,0,72,17673,August,2023
59,Chennai,433137,799,756,74,0,71,7614,June,2024
36,Jaipur,233675,106,58,190,0,44,4252,June,2023
19,Jaipur,439088,232,836,166,0,80,8415,December,2023
90,Bangalore,263046,1870,160,441,0,80,17662,September,2023
67,Mumbai,155947,656,690,454,0,96,12116,August,2024
19,Chennai,338543,925,205,74,0,95,17964,April,2024
20,Surat,178177,860,11,128,0,71,5958,December,2024
96,Mumbai,266454,1154,489,117,0,18,5276,April,2023
71,Bangalore,159575,634,275,222,0,62,5776,September,2024
52,Hyderabad,423048,525,692,493,1,37,18208,January,2024
33,Mumbai,257606,1517,241,61,0,66,4832,February,2024
40,Mumbai,498322,771,215,337,0,58,15901,February,2023
39,Ahmedabad,342822,462,250,177,0,68,6445,June,2024
82,Delhi,126218,1560,810,145,0,12,2380,April,2023
1,Ahmedabad,113230,1793,125,141,0,46,10865,November,2023
11,Kolkata,295756,1674,993,190,0,60,14926,October,2024
92,Jaipur,386199,181,216,80,1,30,12580,March,2023
57,Jaipur,499589,455,305,383,0,79,6634,March,2024
89,Delhi,212552,1381,796,69,0,95,6810,March,2023
50,Pune,384402,1841,184,195,0,21,11179,June,2024
23,Pune,89986,688,38,365,0,92,13251,August,2024
31,Bangalore,205232,1647,222,496,0,85,14131,November,2024
94,Delhi,397739,394,183,439,0,42,13707,July,2023
42,Mumbai,151358,1347,494,209,1,66,19233,April,2024
99,Pune,377073,1648,426,398,0,53,3749,November,2023
7,Chennai,123506,1169,177,92,0,9,14156,December,2024
16,Surat,84911,1790,918,303,1,41,17589,April,2023
90,Mumbai,399271,1236,427,179,1,63,4450,November,2023
60,Kolkata,475037,1356,293,109,0,20,8214,October,2024
2,Chennai,256111,116,851,200,0,79,12814,November,2024
1,Chennai,425597,459,150,336,0,75,6141,November,2024
48,Delhi,134458,1346,383,54,1,65,3708,November,2024
12,Bangalore,62175,965,637,467,0,40,19375,February,2024
69,Kolkata,431379,799,812,315,0,23,16088,January,2023
37,Pune,366915,547,307,394,0,34,12834,September,2024
32,Delhi,439301,955,335,179,0,55,13278,December,2024
9,Pune,171300,464,945,431,1,29,11014,December,2023
99,Delhi,136925,774,745,316,1,56,4273,February,2024
19,Delhi,294446,1107,891,227,0,93,15367,August,2024
48,Delhi,116358,1449,374,302,0,46,5538,September,2023
80,Bangalore,460543,566,7,464,0,34,13541,April,2024
3,Delhi,97057,513,340,105,0,18,9712,August,2024
20,Hyderabad,318294,1578,128,132,0,7,10168,September,2024
24,Surat,316569,685,775,442,1,25,4551,October,2023
54,Pune,304726,1356,668,148,0,70,13297,October,2024
33,Mumbai,328176,1347,351,198,0,29,11965,May,2023
24,Ahmedabad,52198,1093,357,378,1,6,3832,July,2024
75,Kolkata,234466,1954,516,205,0,66,14422,October,2023
72,Jaipur,463295,1535,494,239,0,64,1152,April,2024
36,Bangalore,217292,671,85,420,1,35,12156,January,2023
38,Mumbai,485090,434,174,312,0,24,12108,March,2023
84,Chennai,194931,1345,801,129,0,36,3800,May,2023
99,Hyderabad,493676,136,192,449,1,0,6310,March,2023
89,Jaipur,212491,1088,310,301,1,14,10944,December,2023
99,Ahmedabad,431009,377,118,146,0,36,3610,November,2023
25,Mumbai,451921,1319,217,309,0,12,13067,July,2024
93,Jaipur,486096,1015,426,309,0,7,2104,December,2024
18,Mumbai,310910,1987,969,152,1,4,11728,September,2023
82,Hyderabad,73236,583,413,89,1,59,8263,December,2023
66,Ahmedabad,137955,1365,113,322,0,72,2914,June,2023
54,Chennai,266586,1447,977,150,0,0,1406,October,2023
35,Delhi,153145,830,144,408,0,35,14689,January,2024
80,Pune,196430,291,537,429,0,34,1166,July,2023
61,Chennai,280785,1140,647,357,0,65,1508,March,2024
41,Delhi,144914,623,302,270,0,62,19045,May,2024
100,Bangalore,415014,1017,743,357,1,22,4664,October,2023
33,Surat,257990,500,880,469,0,8,14050,April,2023
68,Kolkata,428387,985,587,173,0,33,1680,October,2024
33,Kolkata,64596,804,986,471,0,45,19908,May,2024
14,Pune,476788,121,839,280,0,77,19504,May,2023
21,Ahmedabad,182351,573,344,227,0,3,5357,June,2023
48,Hyderabad,244269,1243,813,112,0,29,2363,October,2023
20,Ahmedabad,423640,309,963,165,1,94,10523,December,2024
8,Hyderabad,442417,405,800,240,1,74,3292,October,2024
7,Ahmedabad,188155,1393,0,111,0,98,2538,November,2023
67,Surat,170674,803,146,305,0,71,4408,June,2024
17,Bangalore,432451,786,286,56,0,2,9752,August,2024
33,Bangalore,307529,384,975,204,0,13,19287,August,2023
48,Delhi,290469,815,653,141,0,59,1174,November,2023
76,Jaipur,460987,1799,52,63,0,76,3230,September,2024
59,Bangalore,473191,862,303,278,0,44,5287,August,2024
86,Bangalore,488864,1350,68,135,0,95,13112,November,2023
22,Chennai,306713,1047,360,182,0,33,8106,February,2023
30,Chennai,491501,480,601,232,1,44,10689,December,2023
38,Delhi,69063,559,957,435,0,60,13046,October,2023
51,Jaipur,117642,1130,219,111,0,82,18951,December,2023
54,Pune,140093,128,961,268,0,15,2151,November,2024
8,Chennai,267215,1006,703,454,1,65,8619,January,2024
27,Pune,480815,1156,965,295,0,39,7033,October,2024
27,Mumbai,232992,1769,574,279,0,16,9560,February,2024
98,Chennai,209601,978,584,128,0,33,5946,February,2023
21,Surat,85954,178,160,198,0,15,2907,December,2023
30,Jaipur,77856,1046,680,187,0,59,4490,March,2023
97,Delhi,52573,558,88,363,0,65,19919,October,2024
28,Mumbai,85367,669,687,425,1,65,5173,July,2024
64,Jaipur,287804,1661,780,472,0,89,12065,February,2024
97,Surat,411752,1605,584,438,1,12,18677,January,2023
69,Jaipur,372918,1553,756,114,0,55,5769,June,2024
61,Surat,73752,837,588,62,1,30,5796,September,2023
48,Surat,367173,1408,158,262,0,33,14046,March,2023
19,Pune,198757,615,488,291,1,38,15211,June,2023
4,Ahmedabad,442426,1222,970,262,0,66,5997,March,2023
35,Mumbai,363837,496,323,230,0,7,18376,January,2023
64,Jaipur,166739,1612,609,387,0,86,9112,December,2023
49,Hyderabad,368105,138,380,222,0,77,6287,May,2024
17,Mumbai,288009,1394,101,209,0,54,11578,October,2023
44,Ahmedabad,306028,986,493,213,0,26,19624,November,2023
92,Mumbai,257980,896,643,237,0,92,18860,April,2024
30,Bangalore,306609,256,613,444,0,52,7426,July,2023
93,Hyderabad,438822,1198,18,240,1,38,12599,June,2024
46,Ahmedabad,386676,983,453,454,0,64,1389,October,2024
6,Pune,394138,1923,481,357,0,16,1999,July,2024
99,Jaipur,368277,1253,593,305,0,29,13812,May,2023
37,Kolkata,373412,1810,396,232,0,52,16599,April,2023
24,Ahmedabad,481459,1073,278,166,1,12,2855,July,2024
93,Delhi,238456,1207,850,331,0,20,9125,July,2023
46,Jaipur,81653,1145,364,245,0,18,14794,June,2023
53,Ahmedabad,207729,1582,330,83,1,52,3763,August,2024
95,Bangalore,483168,1662,640,101,1,18,5986,April,2024
99,Kolkata,465396,1830,343,161,0,56,2481,October,2023
60,Bangalore,278504,948,821,301,1,24,4731,May,2024
97,Kolkata,171829,1505,454,131,1,85,17835,April,2024
63,Delhi,178377,847,600,281,0,30,18266,December,2024
85,Jaipur,51622,1563,724,276,0,80,11758,January,2023
32,Pune,98756,1727,654,282,0,54,17311,December,2023
87,Bangalore,90809,1088,64,270,0,22,9566,August,2023
33,Bangalore,66725,120,75,485,0,31,12889,January,2024
67,Surat,242468,402,710,462,0,61,12254,May,2023
18,Kolkata,101226,968,142,471,0,73,12442,June,2024
25,Chennai,131182,183,916,91,0,9,14521,June,2023
95,Jaipur,79402,1897,914,70,0,99,5559,May,2023
54,Kolkata,54263,1782,827,91,0,71,17199,March,2024
58,Surat,277595,1576,604,446,0,53,8291,May,2023
67,Mumbai,227900,1510,472,162,0,51,9160,December,2024
46,Kolkata,97924,1630,416,154,0,19,1112,August,2023
24,Pune,386326,1380,304,241,1,31,16924,February,2023
32,Jaipur,274137,669,735,66,0,13,17523,June,2024
47,Surat,454880,1033,496,169,0,49,2424,September,2024
86,Mumbai,347881,1650,290,442,0,27,11808,August,2024
23,Hyderabad,413476,1285,939,474,0,52,7043,November,2023
66,Surat,401707,1286,101,178,0,23,7989,August,2023
27,Hyderabad,210445,1955,985,179,1,78,7261,August,2023
2,Jaipur,217469,1108,266,109,1,21,1887,July,2024
90,Bangalore,440719,892,866,97,0,29,17433,August,2024
17,Surat,151371,891,967,78,0,62,17402,June,2024
33,Delhi,88709,1647,621,146,1,3,13253,February,2023
9,Hyderabad,242192,1909,973,59,0,76,19990,February,2023
43,Pune,200322,1394,841,291,0,58,8846,August,2024
48,Delhi,71172,591,961,363,1,86,7432,November,2023
39,Ahmedabad,61555,307,941,493,0,7,14452,January,2024
93,Ahmedabad,103276,1662,776,281,0,81,14395,June,2023
42,Mumbai,107492,1707,2,326,0,11,4765,June,2023
26,Bangalore,234074,1183,84,333,0,30,19822,November,2024
99,Jaipur,306010,529,793,252,0,77,16950,April,2023
50,Surat,401743,1084,327,296,0,33,13502,December,2023
25,Chennai,272320,1780,815,339,0,81,10741,November,2024
24,Pune,467978,1728,449,313,0,97,6941,November,2024
13,Hyderabad,61046,1432,453,492,0,74,5855,October,2023
60,Jaipur,278071,619,923,263,0,75,16166,March,2024
7,Delhi,428165,690,628,249,0,48,6788,November,2023
57,Ahmedabad,471985,1150,220,482,0,78,1201,March,2024
36,Pune,234374,1809,153,128,1,56,11561,January,2023
45,Chennai,466366,1685,664,450,0,94,17901,March,2023
20,Surat,316997,298,11,493,1,92,8737,April,2024
65,Mumbai,170900,486,132,392,0,25,2988,November,2023
8,Chennai,465008,448,993,393,0,17,16441,November,2023
16,Pune,109129,1059,303,222,0,95,12737,May,2024
14,Chennai,287091,792,292,118,1,85,15256,March,2024
76,Pune,255550,1659,974,465,0,37,8162,June,2023
87,Pune,294883,1951,299,477,0,80,14065,November,2024
15,Kolkata,164130,477,739,498,0,86,15114,December,2024
92,Hyderabad,475203,998,782,136,0,87,9399,May,2023
98,Ahmedabad,196922,1015,42,150,0,49,6633,March,2023
66,Kolkata,455328,1681,943,57,1,7,6755,June,2024
32,Surat,171789,626,342,382,0,40,11825,June,2024
87,Kolkata,205130,1276,325,249,0,5,5117,August,2024
63,Bangalore,226492,833,813,136,0,68,2518,February,2023
86,Bangalore,88890,305,497,92,0,43,17346,January,2023
51,Ahmedabad,116017,554,363,434,0,63,3600,April,2023
25,Chennai,228376,1396,890,158,0,28,14237,July,2023
58,Hyderabad,213993,1359,426,484,0,27,19579,November,2023
63,Ahmedabad,182596,1975,20,457,1,10,4554,October,2023
62,Pune,150424,1863,406,201,0,64,17193,March,2023
22,Delhi,327192,620,618,66,0,18,16253,March,2024
58,Hyderabad,478327,1801,335,182,0,8,17194,May,2024
58,Hyderabad,218976,1116,814,197,1,26,2742,May,2023
86,Pune,367056,1055,116,326,0,33,2306,October,2023
49,Pune,84008,1954,123,281,0,43,4849,March,2023
52,Mumbai,443276,825,398,363,1,67,13360,September,2024
42,Ahmedabad,255738,1113,792,464,0,99,13768,April,2023
70,Pune,133559,600,803,415,0,81,14032,March,2024
15,Bangalore,105337,216,714,277,0,14,5195,November,2024
54,Surat,422760,485,50,188,1,50,19939,February,2024
60,Delhi,325494,1467,782,485,0,12,19689,October,2024
97,Ahmedabad,74354,683,323,448,0,82,8619,November,2024
8,Jaipur,95186,494,788,260,0,48,10280,September,2023
53,Bangalore,78145,1187,140,440,0,69,3642,April,2023
60,Chennai,477236,1840,469,77,0,55,10369,March,2024
5,Pune,136123,820,786,100,0,75,15296,July,2023
68,Jaipur,256258,171,801,491,0,50,16438,August,2024
6,Pune,266541,1912,333,310,0,36,16674,November,2024
96,Hyderabad,70581,373,892,310,0,16,5757,February,2023
94,Bangalore,138929,1443,963,399,0,57,3994,July,2023
47,Hyderabad,335195,437,372,401,1,86,16226,December,2023
99,Mumbai,101474,1489,563,57,0,89,2271,May,2023
55,Hyderabad,141748,1618,493,369,1,28,2813,November,2023
40,Mumbai,175995,706,538,187,1,32,19845,May,2024
52,Mumbai,295690,265,668,87,0,59,9475,March,2023
16,Jaipur,381770,1667,750,160,0,90,5396,May,2023
13,Pune,319104,110,155,417,0,88,10283,December,2023
30,Chennai,478988,1424,290,269,0,54,14318,February,2024
19,Hyderabad,464736,828,647,386,0,9,18200,April,2023
17,Bangalore,230553,900,143,272,0,46,1082,June,2024
63,Mumbai,86408,201,105,185,0,22,2920,January,2023
